<document>
<entity levels="3">
0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	0_12	0_13	0_14	0_15	0_16	0_17	0_18	0_19	0_20	0_21	0_22	0_23	0_24	0_25	0_26	0_27	0_28	0_29	0_30	0_31	0_32	0_33	0_34	0_35	0_36	0_37	0_38	0_39	0_40	0_41	0_42	0_43	0_44	0_45	0_46	0_47	0_48	0_49	0_50	0_51	0_52	0_53	0_54	0_55	0_56	0_57	0_58	0_59
16.268682	-5.7173357	-17.925823	-20.139328	-0.7042484	-27.8765	4.0181847	2.708826	18.354805	17.445572	-8.013727	-8.941285	10.334181	3.4787273	7.66305	-6.2811384	-4.7371206	21.744884	-16.32648	-1.5476017	5.97875	-18.718065	9.397392	-11.941768	-18.179497	12.683956	10.501066	4.1434135	-25.398872	0.0	30.599571	-32.54041	8.404029	18.032598	22.338047	-27.962906	-31.298983	-2.851799	12.853589	19.659954	18.726063	-20.213518	19.090414	-11.920942	-17.076902	0.9784212	-29.062498	12.539592	30.855968	-19.021753	5.7567215	-18.873632	-26.734543	11.093458	-10.815945	11.887999	-30.303307	-10.679337	-19.156696	-33.046997
18.952927	-7.22447	-15.114267	-13.695944	8.438954	-12.641537	-14.33621	1.4183292	14.854479	9.652781	-23.932358	-10.184341	6.569029	-20.886875	21.294275	-16.49139	-31.895178	32.02606	-19.444183	-1.8901997	10.933407	-9.636584	6.875471	-15.436709	-6.3576717	-1.6097069	34.67704	-23.18647	-14.91926	30.599571	0.0	-33.538246	18.361004	34.06977	9.565968	-21.205755	6.2023945	-22.163372	16.965801	23.035435	23.894701	-14.530058	1.2614937	-19.582203	-6.1509933	-29.045801	-26.435349	19.795246	4.836421	-3.9598732	5.5947266	-13.471885	-20.406143	12.982632	-20.645124	19.628708	-7.815761	-4.3015213	-20.51939	-3.3275661
-22.855936	31.592623	-24.075062	-13.648013	-5.072797	12.990753	13.24148	-11.66349	-37.493015	-16.568104	-34.789658	10.218079	-24.606813	-32.037388	-8.962617	-15.4968815	5.507824	-12.491544	8.010075	-12.430798	-18.827137	8.651914	7.680069	15.484147	4.022339	-28.376755	0.5265465	7.426689	14.252363	-32.54041	-33.538246	0.0	-13.437227	-13.0407715	-12.079688	6.0686913	3.0104113	-11.371796	-13.894566	-13.758762	-15.208158	16.534338	-17.10718	10.286223	6.821701	30.247816	7.748556	-24.754166	-10.440748	-4.127802	-30.775196	21.8272	12.082758	-13.729195	6.2547455	-32.177994	1.7374754	8.782056	9.952093	12.977238
21.655817	-9.078612	-35.30233	5.8198757	37.453743	-38.30214	-20.336609	24.062742	35.97405	16.519913	-17.304306	-2.0024414	8.647816	-13.573652	24.451637	-21.974562	-17.64272	27.854057	1.9931831	12.602899	17.596325	-16.86168	13.626765	2.4455986	-26.205761	1.6703806	14.429245	-14.637223	-28.076572	8.404029	18.361004	-13.437227	0.0	20.246845	18.006279	-17.48991	-36.412907	-11.108212	17.259018	23.829367	38.978523	-3.480054	25.264236	-6.4477787	-18.780392	-10.245787	-27.623383	24.486517	6.4057045	-6.640251	0.92601776	-16.758757	-17.405594	5.3944073	-10.651946	12.910988	-1.2026062	-12.163553	-5.538641	-25.109373
7.348457	-35.755096	4.8807106	-24.491753	8.837572	-28.683453	-20.217323	14.791941	7.7184434	17.636082	-15.893255	-23.021118	23.27576	-20.586182	26.917133	-17.532251	-9.937384	10.164091	-10.331731	12.509647	7.610793	-13.424089	11.9335575	-19.575996	-18.954878	29.940397	16.120438	-28.411858	0.11264992	18.032598	34.06977	-13.0407715	20.246845	0.0	13.711811	-26.884571	-16.53588	-3.7934895	15.402571	22.672787	25.467043	-16.355587	24.192253	-7.3574457	-21.648987	-20.570057	-14.18167	33.837906	21.304451	-18.175163	14.865852	-42.16758	-6.2898407	-3.515602	-9.200939	20.409948	3.8721771	-26.456753	-10.332655	-15.374486
1.3598642	-10.71684	-13.406095	-9.819357	32.841675	4.8878994	-22.622509	21.735199	9.4453335	21.2907	-3.9963255	-11.384494	4.4358835	-21.837734	1.0582151	4.850319	-22.7462	31.838692	14.845783	16.653961	17.614162	-25.169662	-5.16905	-25.985138	-25.13866	20.439497	7.4037933	-6.9030085	-28.2496	22.338047	9.565968	-12.079688	18.006279	13.711811	0.0	-9.226343	-8.600449	-12.208312	20.73396	30.72092	8.875017	-17.735117	18.73352	-8.256786	-12.5808735	-21.988459	-25.310585	11.5361	7.180223	-31.144392	17.967472	-32.87898	-16.68727	36.95088	-26.136364	23.19968	-22.5916	-33.163544	-22.542887	-9.694263
-3.254156	12.059208	-30.565872	-5.6791573	-29.714338	19.549515	30.335234	-9.619671	-18.93671	-23.86813	-6.50646	7.7420435	-0.3225937	-25.666441	-10.929414	-11.758364	-16.256094	-6.0911007	13.723203	-2.8763437	-7.7527957	9.775678	-14.795595	6.932621	25.62879	-6.0895863	-21.208965	2.1359806	9.582943	-27.962906	-21.205755	6.0686913	-17.48991	-26.884571	-9.226343	0.0	21.941425	-6.9640465	-19.71511	-12.648075	-17.43437	15.428799	-22.034554	8.32431	26.719	-0.7601261	24.629948	7.0161915	-16.12817	-33.1485	2.6716728	11.086949	21.078608	-2.8095646	17.848026	-21.57312	14.700055	9.968423	5.310524	-6.5646553
-16.251234	21.980434	-12.679398	-22.215168	-12.000075	2.292451	26.042164	-15.821975	-12.58453	-11.870187	-8.707907	26.404812	-3.6153126	-15.304787	-21.143448	-18.029964	-15.144307	-29.445005	15.26568	-8.711445	-8.815023	-12.018921	-14.682177	2.7628975	35.02782	-14.205681	-30.287247	25.535328	19.960861	-31.298983	6.2023945	3.0104113	-36.412907	-16.53588	-8.600449	21.941425	0.0	-3.8512697	12.175789	-22.176134	-25.614649	1.5823116	-2.381752	16.405596	35.33564	5.640522	20.496761	-16.737782	-15.2382965	-7.2280436	-26.341995	12.250947	17.722116	-9.534912	30.751673	-14.428899	18.123066	17.919518	-2.4018097	29.822641
-7.9605064	-1.652236	-20.542255	-32.329914	-1.3938465	-21.216291	-15.149466	-24.383413	-17.888397	1.4308281	-22.185549	-27.851505	-4.4869556	-13.936571	-19.235668	-5.1589336	-24.188564	-15.955633	-22.162622	-24.00186	-27.819515	-9.308241	-3.3627396	-14.923407	-2.2452602	-10.178369	-19.937729	-2.000473	-26.206715	-2.851799	-22.163372	-11.371796	-11.108212	-3.7934895	-12.208312	-6.9640465	-3.8512697	0.0	-12.244485	-21.967815	-20.62381	-16.759735	-12.48213	-20.4498	-31.390764	-10.161533	-1.6138611	-24.570286	-10.699705	-22.436285	-24.38465	-17.690102	-22.864676	-12.672946	-1.0986128	-17.43794	-10.28915	-4.761009	-12.826639	-20.439856
24.508114	-26.137262	-1.7791405	-20.83586	10.733554	-30.959072	-21.091558	14.436361	17.506004	4.0322094	-10.604063	-15.259947	26.825756	-4.5013237	36.559647	-13.404418	-10.011355	23.311123	-9.442479	-6.77289	7.5389223	-0.63369274	33.79706	-29.854576	-15.627556	10.675949	2.2468967	-5.2220545	-13.134005	12.853589	16.965801	-13.894566	17.259018	15.402571	20.73396	-19.71511	12.175789	-12.244485	0.0	33.15071	-11.997557	-22.615574	24.510246	-12.844521	-20.991798	-16.774626	-20.88235	16.300983	19.021965	-12.725375	9.967985	3.156147	6.4837227	8.527874	-8.155636	12.098814	-9.752253	-2.5304394	-0.27756786	-19.553528
22.25254	-22.550905	-25.533962	-5.8848467	30.405243	-28.421707	-15.41826	24.161753	5.4801455	24.182716	-11.698891	-7.4054537	22.858137	-16.74135	-0.6706562	-23.28114	-27.659698	11.968915	-39.76322	21.004719	8.846312	-28.003027	16.11939	-7.1955376	-7.621712	14.621087	-1.6933041	-11.904798	-14.250452	19.659954	23.035435	-13.758762	23.829367	22.672787	30.72092	-12.648075	-22.176134	-21.967815	33.15071	0.0	21.209164	-14.90393	20.679989	-35.94069	-8.411869	-8.5882015	-7.2113333	8.919701	17.909784	-20.48796	15.612703	-12.752166	-13.607275	10.424021	-0.46080017	-1.8035107	-17.602118	-20.580336	-3.9509544	-19.693916
26.21538	-14.842738	-18.247297	2.6543388	11.510874	4.8321304	-9.533124	18.01409	13.2816	-8.359875	-17.420006	-25.924	1.2938061	-27.874737	5.8139687	3.466879	-23.087185	37.27165	-8.001186	19.353703	7.447472	3.1247635	10.505931	-20.594584	-36.530704	15.806284	10.933535	-9.384838	-4.542919	18.726063	23.894701	-15.208158	38.978523	25.467043	8.875017	-17.43437	-25.614649	-20.62381	-11.997557	21.209164	0.0	3.0924873	31.732582	6.5847416	-17.441742	-32.466213	-24.041378	18.557926	13.071232	-15.248422	-6.3747597	-20.685572	-24.908518	32.118454	-16.340332	8.132528	-4.8268547	-6.8223867	-9.162617	-22.34542
-18.203218	17.246668	-12.383738	-7.515645	-13.453782	18.466866	14.500126	-16.269926	-4.1788445	-21.848791	-18.896328	0.62065697	-5.872328	-6.410803	-14.13409	-11.854486	-3.5851746	-7.317639	8.167904	-27.078184	-10.890348	11.304476	-4.8096075	21.663942	18.718939	1.7200603	-9.347947	6.1162834	4.273695	-20.213518	-14.530058	16.534338	-3.480054	-16.355587	-17.735117	15.428799	1.5823116	-16.759735	-22.615574	-14.90393	3.0924873	0.0	-13.240858	3.0713758	7.390573	18.532362	9.311103	-15.192423	-11.27457	-3.7254314	-18.598764	20.773582	18.089514	-18.059908	-3.557228	-9.826296	3.355832	14.724004	0.7873192	0.68698406
18.896263	-16.377594	-15.007788	-28.734474	28.006857	6.64822	-12.904624	17.254068	12.245865	17.19253	-8.358537	-23.518295	8.583877	-23.742916	23.289623	-4.5233707	-21.497622	13.6165285	-13.855185	4.228441	3.7487106	-18.783413	16.651472	-10.929821	-4.290056	7.7782435	15.21932	-20.079227	-28.765661	19.090414	1.2614937	-17.10718	25.264236	24.192253	18.73352	-22.034554	-2.381752	-12.48213	24.510246	20.679989	31.732582	-13.240858	0.0	-6.016856	-9.540943	-25.224913	-15.087339	9.887243	0.32134056	-19.752508	5.8010254	-28.710709	-3.2463846	12.802181	-6.552333	12.487364	-10.088568	-1.0731678	-2.879982	-7.8801847
-12.563189	27.179377	-12.555708	-13.664745	-26.505371	11.980152	27.816706	-13.107517	-22.35791	-24.566483	-19.268585	2.6649017	-23.74174	-18.502516	-41.69811	-22.78933	-19.094772	-6.2775383	12.02075	-6.7339697	-1.8830881	28.05298	-22.948946	18.812199	-1.2413616	-5.9932833	-18.59613	5.838396	18.297606	-11.920942	-19.582203	10.286223	-6.4477787	-7.3574457	-8.256786	8.32431	16.405596	-20.4498	-12.844521	-35.94069	6.5847416	3.0713758	-6.016856	0.0	4.6234818	13.462044	5.9275455	-3.7739668	-2.8814116	-10.265083	-27.087624	8.044674	23.529984	-3.1109085	4.0454006	-5.1542645	19.979267	11.141567	34.04828	26.374805
-31.356878	21.36335	6.086199	-3.3633976	-29.818611	13.85985	14.655553	8.241034	-27.798136	-24.593435	-22.436863	15.535467	-0.9853382	-19.169392	6.5087814	-19.765837	-17.830544	-15.444584	14.81135	-11.965701	-10.712461	13.680497	-20.656324	7.8007674	21.402693	-26.853027	-14.568584	15.065788	18.995586	-17.076902	-6.1509933	6.821701	-18.780392	-21.648987	-12.5808735	26.719	35.33564	-31.390764	-20.991798	-8.411869	-17.441742	7.390573	-9.540943	4.6234818	0.0	14.261969	0.66593266	-19.553684	-4.0856133	-12.660575	-12.914742	10.14978	3.8973055	-19.5467	28.031607	-0.9785824	23.519955	-1.4897137	4.8273373	6.8910236
-14.814121	10.092538	-19.505924	-10.03454	-13.184762	22.006947	17.704544	-13.873629	-22.836311	-15.423039	-1.617384	28.444424	-24.277702	0.78758717	-11.250229	-11.188378	-15.616804	-11.552168	43.95519	-18.061413	-24.256516	1.3042622	-24.45018	18.195538	20.949293	-4.253154	-24.321238	12.011596	-1.4936657	0.9784212	-29.045801	30.247816	-10.245787	-20.570057	-21.988459	-0.7601261	5.640522	-10.161533	-16.774626	-8.5882015	-32.466213	18.532362	-25.224913	13.462044	14.261969	0.0	-4.646961	-26.96032	1.1968632	-12.959534	-28.233826	37.696564	8.251534	-15.038291	14.54519	-11.255662	19.85654	20.977345	14.674895	31.180723
-23.324907	1.6367636	-8.565738	-15.138294	-6.3860464	19.282743	9.6144495	-29.70979	-34.252342	-4.8751564	-19.71059	18.436117	-13.604419	-12.353595	-26.057331	-25.867535	-8.314562	-5.5016546	42.399467	-19.807606	-16.400906	13.850409	-7.3693695	28.262089	14.57005	-15.84896	-22.472666	19.150555	20.81657	-29.062498	-26.435349	7.748556	-27.623383	-14.18167	-25.310585	24.629948	20.496761	-1.6138611	-20.88235	-7.2113333	-24.041378	9.311103	-15.087339	5.9275455	0.66593266	-4.646961	0.0	-17.29299	-21.570107	-9.175985	-2.7436752	8.124205	5.3236876	-13.68676	12.237493	-28.286226	15.363997	19.278553	11.761303	20.136868
12.719984	-10.821653	-13.398696	-28.942352	17.852114	-1.063117	-17.880713	12.088541	25.43018	18.967243	-19.331026	-4.6973305	24.494877	-14.501808	24.49165	-14.875068	-26.539387	10.309082	-15.303686	8.713864	12.48778	-25.320759	2.6296854	-13.457554	-7.471418	-0.21694279	6.265436	-17.780352	-13.25418	12.539592	19.795246	-24.754166	24.486517	33.837906	11.5361	7.0161915	-16.737782	-24.570286	16.300983	8.919701	18.557926	-15.192423	9.887243	-3.7739668	-19.553684	-26.96032	-17.29299	0.0	27.685867	-13.825635	11.972113	-22.104828	-18.051062	12.957557	-2.6241312	0.5979843	-26.028975	-0.9911957	-9.146433	-18.885529
10.251127	-15.144418	-27.368063	-18.630148	16.615768	0.030308723	-29.078827	23.888702	6.100916	16.752308	-12.976665	-35.67691	-3.092617	-22.98619	25.579315	-11.638477	-2.7469788	15.703006	-21.981878	6.2593	6.9045315	-21.274158	48.970924	-21.79672	-0.82734203	8.448639	21.582224	-16.64608	-26.05953	30.855968	4.836421	-10.440748	6.4057045	21.304451	7.180223	-16.12817	-15.2382965	-10.699705	19.021965	17.909784	13.071232	-11.27457	0.32134056	-2.8814116	-4.0856133	1.1968632	-21.570107	27.685867	0.0	-8.610565	35.527	-17.122152	-25.237835	21.011461	-7.2465925	12.617252	-27.47785	-9.741685	-2.9652681	-4.050667
-5.1132507	-21.749193	-2.9912415	2.4142694	-4.116804	-13.783644	-17.48194	-0.2904911	1.7009811	-22.442999	21.345387	-12.214596	-21.350185	11.092945	-15.927709	14.107114	-9.94989	-17.970312	-1.7939281	-12.237361	-20.896244	-34.136814	-25.201061	-27.355076	-22.7745	1.3909473	-14.921393	-14.953404	-19.45352	-19.021753	-3.9598732	-4.127802	-6.640251	-18.175163	-31.144392	-33.1485	-7.2280436	-22.436285	-12.725375	-20.48796	-15.248422	-3.7254314	-19.752508	-10.265083	-12.660575	-12.959534	-9.175985	-13.825635	-8.610565	0.0	-28.891088	-4.8031607	-12.195833	-31.687176	-12.038666	-19.634304	-15.816889	-24.78857	-15.747049	-7.6829796
27.887045	-14.769501	-30.34142	-19.13184	30.120613	-21.599373	-9.94865	9.6490135	12.619017	13.375547	-23.077831	-17.404165	-1.7084446	-17.827826	9.072882	-18.291252	-15.097254	5.0302954	-24.842445	23.778461	12.379082	-22.47363	20.001602	-24.400394	-8.721802	46.03382	19.460484	-38.87808	-10.695255	5.7567215	5.5947266	-30.775196	0.92601776	14.865852	17.967472	2.6716728	-26.341995	-24.38465	9.967985	15.612703	-6.3747597	-18.598764	5.8010254	-27.087624	-12.914742	-28.233826	-2.7436752	11.972113	35.527	-28.891088	0.0	-8.546532	-27.684278	10.144209	-13.546276	8.957042	6.6391945	-28.357807	-30.255178	-2.618886
-26.07523	24.78448	-20.290531	-26.664024	-18.055958	5.4375267	27.193693	-15.769729	-13.773229	-2.0880747	-26.272797	28.232922	-15.528711	-20.518621	-20.51122	-5.8690186	-17.291958	-8.746731	20.15376	-1.8990431	-22.286003	23.475136	-18.370964	31.244469	8.5382395	-29.345274	-43.350544	18.427824	8.167114	-18.873632	-13.471885	21.8272	-16.758757	-42.16758	-32.87898	11.086949	12.250947	-17.690102	3.156147	-12.752166	-20.685572	20.773582	-28.710709	8.044674	10.14978	37.696564	8.124205	-22.104828	-17.122152	-4.8031607	-8.546532	0.0	15.1040535	-6.7227154	10.671591	-1.9370861	3.328041	10.211874	19.582647	11.438692
-0.53523827	8.966317	-8.914366	-0.76485157	-0.50963974	5.944829	4.0154314	-32.685616	-7.80102	-11.68902	-29.554386	27.049366	-9.236839	-29.27754	-26.452553	-9.410456	-10.710526	-40.471767	7.972799	-8.846117	-26.94991	-2.2982845	-31.921038	0.7864895	9.237458	-16.340187	-10.77597	11.958107	10.021221	-26.734543	-20.406143	12.082758	-17.405594	-6.2898407	-16.68727	21.078608	17.722116	-22.864676	6.4837227	-13.607275	-24.908518	18.089514	-3.2463846	23.529984	3.8973055	8.251534	5.3236876	-18.051062	-25.237835	-12.195833	-27.684278	15.1040535	0.0	-21.66916	12.199591	-32.987007	13.186784	24.226665	22.419376	21.07682
17.130838	-32.32218	-2.608202	-14.06075	34.993435	-5.592355	-35.444706	8.165957	20.501938	21.12724	-7.4368834	14.944277	8.991833	-8.242066	8.910625	-19.654661	-23.201262	33.113983	-16.985945	17.129223	9.929769	-26.46973	6.857044	-21.892096	-23.26009	16.071209	31.17071	-15.340363	-12.99773	11.093458	12.982632	-13.729195	5.3944073	-3.515602	36.95088	-2.8095646	-9.534912	-12.672946	8.527874	10.424021	32.118454	-18.059908	12.802181	-3.1109085	-19.5467	-15.038291	-13.68676	12.957557	21.011461	-31.687176	10.144209	-6.7227154	-21.66916	0.0	-12.70871	27.907124	-2.628707	-5.8295803	-14.653085	-16.555332
-8.581359	24.515427	3.3331528	-12.05875	-21.208752	24.06876	6.2244625	-17.418468	-18.175026	-21.016928	-11.665373	33.457027	-9.978376	-20.61895	-9.810793	-17.652588	-25.193941	-19.710083	-6.870327	-25.066326	-18.56436	17.94702	-9.8458185	30.140627	-9.4281845	-25.325363	-27.575901	15.534943	-0.40151787	-10.815945	-20.645124	6.2547455	-10.651946	-9.200939	-26.136364	17.848026	30.751673	-1.0986128	-8.155636	-0.46080017	-16.340332	-3.557228	-6.552333	4.0454006	28.031607	14.54519	12.237493	-2.6241312	-7.2465925	-12.038666	-13.546276	10.671591	12.199591	-12.70871	0.0	-38.006027	12.657086	13.878005	13.047389	27.44305
30.201906	-21.197771	-5.3534946	4.982794	39.32917	-15.245675	-26.416992	20.524742	5.8177404	5.351699	-17.320288	-15.942381	18.30755	-25.412033	5.0192375	3.344881	-17.082905	9.8780155	-7.080004	24.647745	27.305569	-1.6245441	11.01141	-21.136389	8.2855835	18.627827	12.665392	-6.256712	-27.74226	11.887999	19.628708	-32.177994	12.910988	20.409948	23.19968	-21.57312	-14.428899	-17.43794	12.098814	-1.8035107	8.132528	-9.826296	12.487364	-5.1542645	-0.9785824	-11.255662	-28.286226	0.5979843	12.617252	-19.634304	8.957042	-1.9370861	-32.987007	27.907124	-38.006027	0.0	-32.148262	-13.674146	-13.618541	-16.029123
-1.727766	33.72948	-28.85422	-2.5949726	-4.542301	37.503212	10.871347	-20.532055	-12.958582	-17.26152	-12.308542	47.43348	-21.23187	-16.454815	-15.4889765	-25.640371	-8.633241	-16.747868	14.548511	17.252018	-18.659527	16.638779	0.6216488	29.720203	27.560133	-17.22614	-32.435257	8.309694	10.002793	-30.303307	-7.815761	1.7374754	-1.2026062	3.8721771	-22.5916	14.700055	18.123066	-10.28915	-9.752253	-17.602118	-4.8268547	3.355832	-10.088568	19.979267	23.519955	19.85654	15.363997	-26.028975	-27.47785	-15.816889	6.6391945	3.328041	13.186784	-2.628707	12.657086	-32.148262	0.0	12.339462	19.215889	23.597218
-25.47987	6.671957	0.41034222	-18.793522	-20.92134	5.282262	7.091729	-29.208519	-10.790768	-13.975701	-14.295772	5.9137297	-3.8938293	2.8445282	-7.581313	-16.461063	-13.981123	-11.327263	14.809755	-27.659296	-18.001434	12.998396	-11.967328	16.82281	15.443446	-7.4807673	-18.5406	12.25321	23.180988	-10.679337	-4.3015213	8.782056	-12.163553	-26.456753	-33.163544	9.968423	17.919518	-4.761009	-2.5304394	-20.580336	-6.8223867	14.724004	-1.0731678	11.141567	-1.4897137	20.977345	19.278553	-0.9911957	-9.741685	-24.78857	-28.357807	10.211874	24.226665	-5.8295803	13.878005	-13.674146	12.339462	0.0	16.332039	1.9555874
3.0086632	17.252771	-25.372257	-7.249574	-35.72432	17.017334	13.933287	-34.50569	-0.11144829	-7.8590584	-29.670876	9.403834	-18.583883	-24.12429	-11.7992735	-25.842104	-8.496996	-7.202599	24.026237	-8.217909	-8.4487705	-2.0680046	-9.8901205	29.284653	15.286562	-16.76349	-19.257736	10.102918	12.844473	-19.156696	-20.51939	9.952093	-5.538641	-10.332655	-22.542887	5.310524	-2.4018097	-12.826639	-0.27756786	-3.9509544	-9.162617	0.7873192	-2.879982	34.04828	4.8273373	14.674895	11.761303	-9.146433	-2.9652681	-15.747049	-30.255178	19.582647	22.419376	-14.653085	13.047389	-13.618541	19.215889	16.332039	0.0	18.872372
-13.179087	21.676815	-6.345909	-28.728943	-12.277464	12.574454	22.512705	-20.95116	-1.5049362	-25.798119	-36.172714	8.880949	-17.694702	-18.598154	-2.3274136	-22.15529	4.357229	-15.35263	-14.843874	-25.686724	-26.278284	28.30655	-7.0062566	3.5387716	18.083218	-17.849075	-10.243452	25.35964	21.860561	-33.046997	-3.3275661	12.977238	-25.109373	-15.374486	-9.694263	-6.5646553	29.822641	-20.439856	-19.553528	-19.693916	-22.34542	0.68698406	-7.8801847	26.374805	6.8910236	31.180723	20.136868	-18.885529	-4.050667	-7.6829796	-2.618886	11.438692	21.07682	-16.555332	27.44305	-16.029123	23.597218	1.9555874	18.872372	0.0
</matrix>
<matrix matrixLevel="0 1">
15.078898	25.602964	-1.191843	-12.343037	-19.180552	-6.1476984	20.496868	-9.072316	-12.242577	-13.4262085	-9.709079	-6.9937906	-2.85495	-19.528107	-18.14894	5.7553234	-9.914094	5.763136	-14.393824	8.197777	-23.787632	-4.5595255	-9.565189	-15.1529875	9.913769	22.997622	-12.449285	-8.388629	-14.459373	-18.550436	-25.811811	-5.8247223	2.8884945	-13.749443	35.11996	-27.225674	10.42267	8.592037	-14.022303	18.705223	-23.540209	5.376281	-16.605894	30.14125	-11.73756	13.514366	14.2346115	3.7504349	-8.641558	-18.281498	-15.396931	-16.239508	-18.708117	-3.6323967	-12.126847	13.935458	22.317318	22.639786	13.4167795	0.2921486
-24.232712	-16.752352	-26.132599	16.051874	-17.830963	13.543211	-15.822535	26.542023	19.363304	22.718538	-24.211277	-11.959991	22.758453	18.873783	0.97719383	-21.437641	-27.045769	-10.549929	10.901823	-4.350752	6.2864466	13.609535	4.9120817	1.225069	-3.5327854	-20.348022	8.528034	8.556379	49.81222	-26.400002	22.81705	18.945072	-3.6331072	17.781898	-17.701382	3.0658722	20.326672	-8.578238	3.547555	-12.72179	-4.8153763	-28.122852	22.05321	-14.627399	29.694674	-20.254768	-2.0385551	-14.555372	4.42881	-21.699432	-23.991352	10.670331	9.13955	6.238899	31.1421	-24.303452	-44.82713	-34.345383	-12.749051	14.318241
-19.6368	-13.856132	-9.297714	10.494843	-9.657291	23.248087	-22.496998	18.05181	10.428566	10.49027	-16.37357	0.6404352	15.867775	23.52855	4.578906	3.7556686	-20.649553	-17.244987	5.5003376	-22.921667	13.898891	7.2399654	18.19815	14.990554	-7.02708	-12.128625	0.86330605	24.815725	21.6777	-17.776098	13.106342	-5.481243	-15.649429	30.888512	-9.557545	14.684947	30.302696	-21.019676	11.909028	-24.39768	-10.23263	-21.411777	14.234974	-9.60657	17.367119	-23.34169	-13.397519	-21.519499	21.360964	-18.940842	-24.217505	18.129173	22.074167	-7.326887	-1.3021889	-10.279218	-20.873032	-12.142054	-22.94204	22.245531
-9.0676985	-11.434069	-16.578072	8.694912	-29.680748	8.113604	23.5037	6.3145084	11.052044	20.545395	-3.3875465	-24.48613	0.7086859	26.148966	28.38327	10.1948185	-29.404282	-28.881294	11.263479	-13.92149	7.759019	29.67023	13.4889345	21.378683	-24.510523	-21.566605	21.45757	15.8604555	28.430904	-6.602047	33.899895	9.648703	4.5919056	13.029158	-21.62779	10.616241	10.053841	-11.781261	12.565185	-13.648727	-18.19971	-8.43177	8.871847	2.768879	27.988281	-16.29575	-8.385277	-17.622927	18.491047	-18.120419	-21.06942	2.6655102	15.425599	-15.10555	11.830692	-5.4237986	-24.971771	-0.5247011	-20.10667	-13.055752
3.5575562	4.165634	4.4319553	-8.437966	-23.790041	-20.436287	-7.7755527	-17.106323	-13.564119	-7.739826	17.615602	26.076807	-21.270378	-15.775343	-24.202272	-21.11796	15.295188	-12.737033	-17.262617	2.1148968	-35.82529	-9.692184	-2.5807085	-32.068165	-25.109241	-7.52197	-15.7192	-22.645063	-12.923255	12.059682	-13.795468	-25.728056	-12.545188	7.021126	-36.258923	12.604027	-9.501257	-17.664883	-47.336952	-17.0019	-1.6649303	-8.117259	-14.948497	-18.807457	-21.292973	-15.279445	-20.772427	-17.604755	-11.605754	20.595985	14.101994	-6.372431	-24.680668	-11.376953	-10.159097	-4.506441	-8.174734	-24.495588	-11.780469	-35.654957
-10.309935	-23.40192	-13.97678	-11.942371	-12.720048	-32.28224	-6.5112906	-10.367543	-27.494308	-23.7799	-13.2738495	-20.238651	-11.7069235	-10.0243635	-18.569094	6.0186806	-23.802486	-30.882572	-7.392785	-17.969278	-20.408352	-43.011818	-23.289883	3.7202682	-10.861341	-32.11506	-11.217051	-22.294315	-37.16024	-27.68225	-8.118664	-12.81642	-17.357487	-6.1220245	-20.704258	-25.44918	-12.990072	-13.039922	-25.87439	-1.858263	6.3761826	11.716795	-25.62971	-16.353546	-27.21054	-34.219498	-0.5784235	-11.840848	-17.810997	-13.554409	-13.0510435	-11.56196	-22.974392	8.915993	-18.602236	-15.730278	-8.194276	-25.059162	-10.941241	-24.047276
-16.58281	-7.1021647	-24.81932	11.365936	-16.045116	27.55198	-13.30506	13.711933	13.506142	9.572062	-1.8189383	-32.40406	3.0659523	21.047592	34.36195	-13.876492	-20.225203	-16.637415	8.63796	-5.381137	15.539371	20.154934	24.752602	17.247454	-17.800262	-22.248817	22.485018	8.82416	22.006432	-22.670755	14.209374	42.465973	-26.494232	22.626078	-29.219702	-1.4374886	9.193354	-12.650497	24.548733	-3.6966286	-18.792099	-17.229013	10.265839	-39.019855	7.9569097	-11.446975	-19.652393	-18.27517	10.601047	-16.368876	1.0096092	8.131286	29.663198	-27.528599	23.949898	-18.228878	-6.519043	-11.434029	7.1235104	15.147766
-16.781921	-3.7968388	-4.019989	12.982344	2.634716	11.426143	-13.820244	17.708942	20.290667	6.639476	3.8981209	-3.6652575	22.231575	27.477097	12.876045	-38.87667	-13.151201	-0.7326689	19.843597	-27.360428	19.23367	6.5672417	19.04324	7.939255	4.717613	2.9786568	11.716898	3.281211	13.227993	1.6781693	15.14975	23.937155	-0.91670895	7.6349645	-11.329769	15.126051	14.356805	7.2186394	14.190425	-18.87254	-2.9109268	-18.203495	21.110676	-19.832636	19.545774	-9.484354	-14.811266	-6.08961	14.973551	-8.37167	-28.414421	12.7082815	8.400622	2.5819492	17.29573	-9.531684	-17.404202	-20.804743	-9.106981	4.3582067
